_id,Facility ID,Location ID,Facility Type (Display Name),Permit,FacilityType,Facility Rating,Asset Name
914,102057,77,Bottle Filling Station,None,Water Bottle Filling Count,None,HIGH PARK - Drinking Water Source ( 11)
915,102073,77,Bottle Filling Station,None,Water Bottle Filling Count,None,HIGH PARK - Drinking Water Source ( 12)
916,102075,77,Bottle Filling Station,None,Water Bottle Filling Count,None,HIGH PARK - Drinking Water Source ( 13)
917,102081,77,Bottle Filling Station,None,Water Bottle Filling Count,None,HIGH PARK - Drinking Water Source ( 14)
918,102148,77,Bottle Filling Station,None,Water Bottle Filling Count,None,HIGH PARK - Drinking Water Source ( 15)
919,102148,77,Drinking Fountain,None,Drinking Fountain Count,None,HIGH PARK - Drinking Water Source ( 15)
920,102148,77,Dog Fountain,None,Dog Fountain Count,None,HIGH PARK - Drinking Water Source ( 15)
921,102198,77,Drinking Fountain,None,Drinking Fountain Count,None,HIGH PARK - Drinking Water Source ( 16)
922,102212,77,Drinking Fountain,None,Drinking Fountain Count,None,HIGH PARK - Drinking Water Source ( 17)
923,102217,77,Drinking Fountain,None,Drinking Fountain Count,None,HIGH PARK - Drinking Water Source ( 18)
924,132477,77,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,HIGH PARK - Outdoor Fitness Equipment (  1)
925,849988,77,Parking Lot,None,Outdoor Parking Lot,None,HIGH PARK - Outdoor Parking Lot ( 10)
926,967697,77,Gazebo,None,Gazebo,None,HIGH PARK - Shade Structure (  7)
927,967897,77,Gazebo,None,Gazebo,None,HIGH PARK - Shade Structure (  8)
928,967898,77,Gazebo,None,Gazebo,None,HIGH PARK - Shade Structure (  9)
929,967899,77,Gazebo,None,Gazebo,None,HIGH PARK - Shade Structure ( 10)
930,967923,77,Gazebo,None,Gazebo,None,HIGH PARK - Shade Structure ( 22)
931,2209,78,Drinking Fountain,None,Drinking Fountain Count,None,JUNE ROWLANDS PARK - Drinking Water Source (  1)
932,3055,78,Outdoor Tennis Court,None,Outdoor Tennis Court,None,JUNE ROWLANDS PARK - Outdoor Tennis Court (  1)
933,3056,78,Outdoor Tennis Court,None,Outdoor Tennis Court,None,JUNE ROWLANDS PARK - Outdoor Tennis Court (  2)
934,3057,78,Outdoor Tennis Court,None,Outdoor Tennis Court,None,JUNE ROWLANDS PARK - Outdoor Tennis Court (  3)
935,3058,78,Outdoor Tennis Court,None,Outdoor Tennis Court,None,JUNE ROWLANDS PARK - Outdoor Tennis Court (  4)
936,3059,78,Outdoor Tennis Court,None,Outdoor Tennis Court,None,JUNE ROWLANDS PARK - Outdoor Tennis Court (  5)
937,3060,78,Outdoor Tennis Court,None,Outdoor Tennis Court,None,JUNE ROWLANDS PARK - Outdoor Tennis Court (  6)
938,3061,78,Outdoor Table Tennis,None,Outdoor Table Tennis,None,JUNE ROWLANDS PARK - Outdoor Table Tennis (  1)
939,4221,78,Splash Pad,None,Splash/Spray Pad,None,JUNE ROWLANDS PARK - Splash/Spray Pad
940,17820,78,Ball Diamond,sport,Baseball Diamond Field - A,A,JUNE ROWLANDS PARK - Ball Diamond Field
941,29354,78,Washroom Facility,None,Washroom Building,None,DAVISVILLE TENNIS CLUBHOUSE
942,34033,78,Playground,None,Playground Site,None,"SHARON, LOIS AND BRAM PLAYGROUND SITE"
943,49592,78,Picnic Site,picnic,Picnic Site,None,JUNE ROWLANDS PARK - Picnic Site
944,102065,78,Bottle Filling Station,None,Water Bottle Filling Count,None,JUNE ROWLANDS PARK - Drinking Water Source (  2)
945,102171,78,Drinking Fountain,None,Drinking Fountain Count,None,JUNE ROWLANDS PARK - Drinking Water Source (  3)
946,132737,78,Outdoor Table Tennis,None,Outdoor Table Tennis,None,JUNE ROWLANDS PARK - Outdoor Table Tennis (  2)
947,967815,78,Gazebo,None,Gazebo,None,JUNE ROWLANDS PARK - Shade Structure
948,2246,79,Drinking Fountain,None,Drinking Fountain Count,None,HILLCREST PARK - Drinking Water Source (  1)
949,2814,79,Dogs Off-Leash Area,None,Off Leash Area,None,HILLCREST PARK - Off Leash Area
950,3122,79,Outdoor Basketball Court,None,Basketball Court,None,HILLCREST PARK - Basketball Court
951,3124,79,Outdoor Tennis Court,None,Outdoor Tennis Court,None,HILLCREST PARK - Outdoor Tennis Court (  1)
952,3125,79,Outdoor Tennis Court,None,Outdoor Tennis Court,None,HILLCREST PARK - Outdoor Tennis Court (  2)
953,3126,79,Outdoor Tennis Court,None,Outdoor Tennis Court,None,HILLCREST PARK - Outdoor Tennis Court (  3)
954,3127,79,Outdoor Tennis Court,None,Outdoor Tennis Court,None,HILLCREST PARK - Outdoor Tennis Court (  4)
955,4295,79,Wading Pool,None,Wading Pool,None,HILLCREST PARK - Wading Pool
956,28310,79,Picnic Site,picnic,Picnic Site,None,HILLCREST PARK - Picnic Site
957,28544,79,Community Garden,None,Community Garden,None,HILLCREST PARK COMMUNITY GARDEN
958,29523,79,Fieldhouse,None,Fieldhouse,None,HILLCREST PARK - Fieldhouse
959,29524,79,Clubhouse,None,Clubhouse,None,WYCHWOOD TENNIS CLUB
960,29524,79,Washroom Facility,None,Washroom Building,None,WYCHWOOD TENNIS CLUB
961,34494,79,Playground,None,Playground Site,None,HILLCREST PARK - Playground
962,59624,79,Outdoor Table Tennis,None,Outdoor Table Tennis,None,HILLCREST PARK - Outdoor Table Tennis
963,77874,79,Dog Fountain,None,Dog Fountain Count,None,HILLCREST PARK - Drinking Water Source (  2)
964,33989,81,Playground,None,Playground Site,None,DE GRASSI ST PARKETTE - Playground
965,41385,84,Gymnasium,gym,Gymnasium - B,B,KEELE COMMUNITY CENTRE - Gymnasium
966,48330,84,Multipurpose Room,room,Room - A,A,KEELE COMMUNITY CENTRE - Multipurpose Room
967,10493,85,Indoor Pool,pool,Indoor Pool Tank - B,B,MAIN SQUARE COMMUNITY RECREATION CENTRE - Indoor Pool Tank
968,29866,85,Kitchen,room,Kitchen - C,C,MAIN SQUARE COMMUNITY RECREATION CENTRE - Kitchen
969,40854,85,Weight/Cardio Room,None,Room-Fitness/Weight,None,MAIN SQUARE COMMUNITY RECREATION CENTRE - Fitness Centre
970,40855,85,Weight/Cardio Room,None,Room-Fitness/Weight,None,MAIN SQUARE COMMUNITY RECREATION CENTRE - Fitness Room
971,48017,85,Multipurpose Room,room,Room - A,A,MAIN SQUARE COMMUNITY RECREATION CENTRE - Multipurpose Room
972,2361,86,Drinking Fountain,None,Drinking Fountain Count,None,DOVERCOURT PARK - Drinking Water Source (  1)
973,3349,86,Outdoor Tennis Court,None,Outdoor Tennis Court,None,DOVERCOURT PARK - Outdoor Tennis Court (  1)
974,3350,86,Outdoor Tennis Court,None,Outdoor Tennis Court,None,DOVERCOURT PARK - Outdoor Tennis Court (  2)
975,4591,86,Wading Pool,None,Wading Pool,None,DOVERCOURT PARK - Wading Pool
976,17742,86,Ball Diamond,sport,Baseball Diamond Field - B,B,DOVERCOURT PARK - Ball Diamond Field
977,29374,86,Clubhouse,None,Clubhouse,None,DOVERCOURT PARK - Washroom Building
978,29374,86,Washroom Facility,None,Washroom Building,None,DOVERCOURT PARK - Washroom Building
979,30783,86,Firepit,None,Firepit,None,DOVERCOURT PARK - Firepit
980,42724,86,Playground,None,Playground Site,None,DOVERCOURT PARK - Playground
981,70802,86,Community Garden,None,Community Garden,None,DOVERCOURT PARK - Community Garden
982,80046,86,Dog Fountain,None,Dog Fountain Count,None,DOVERCOURT PARK - Drinking Water Source (  2)
983,80046,86,Drinking Fountain,None,Drinking Fountain Count,None,DOVERCOURT PARK - Drinking Water Source (  2)
984,2357,87,Drinking Fountain,None,Drinking Fountain Count,None,DUFFERIN GROVE PARK - Drinking Water Source (  1)
985,2358,87,Drinking Fountain,None,Drinking Fountain Count,None,DUFFERIN GROVE PARK - Drinking Water Source (  2)
986,4578,87,Picnic Site,picnic,Picnic Site,None,DUFFERIN GROVE PARK - Picnic Site
987,4580,87,Wading Pool,None,Wading Pool,None,DUFFERIN GROVE PARK - Wading Pool
988,17744,87,Sport Field,sport,Soccer Field - C,C,DUFFERIN GROVE PARK - Soccer Field
989,29218,87,Firepit,None,Firepit,None,DUFFERIN GROVE PARK - Firepit (  1)
990,29219,87,Firepit,None,Firepit,None,DUFFERIN GROVE PARK - Firepit (  2)
991,29379,87,Washroom Facility,None,Washroom Building,None,DUFFERIN GROVE PARK - Storage Building
992,29806,87,Kitchen,room,Kitchen,None,DUFFERIN GROVE PARK A.I.R. BUILDING - Kitchen
993,34013,87,Playground,None,Playground Site,None,DUFFERIN GROVE PARK - Playground
994,36306,87,Outdoor Oven,None,Outdoor Oven,None,DUFFERIN GROVE PARK - Bake Oven (South)
995,70862,87,Outdoor Table Tennis,None,Outdoor Table Tennis,None,DUFFERIN GROVE PARK - Outdoor Table Tennis
996,967888,87,Gazebo,None,Gazebo,None,DUFFERIN GROVE PARK - Shade Structure
997,970528,87,Pickleball Court,None,None,None,DUFFERIN GROVE PARK - Outdoor Artificial Ice Rink
998,970528,87,Pickleball Court,None,None,None,DUFFERIN GROVE PARK - Outdoor Artificial Ice Rink
999,970528,87,Pickleball Court,None,None,None,DUFFERIN GROVE PARK - Outdoor Artificial Ice Rink
1000,970528,87,Pickleball Court,None,None,None,DUFFERIN GROVE PARK - Outdoor Artificial Ice Rink
1001,970547,87,Outdoor Rink,ice,Outdoor Ice Pad,None,DUFFERIN GROVE PARK - Outdoor Ice Pad (  1)
1002,970567,87,Outdoor Rink,ice,Outdoor Ice Pad,None,DUFFERIN GROVE PARK - Outdoor Ice Pad (  2)
1003,970587,87,Skateboard Area,None,Skateboard Area,None,DUFFERIN GROVE PARK - Skateboard Area
1004,970607,87,Outdoor Basketball Court,None,Basketball Court,None,DUFFERIN GROVE PARK - Outdoor Basketball Court
1005,989390,87,Multipurpose Room,room,Room - C,C,DUFFERIN GROVE PARK A.I.R. BUILDING - Multipurpose Room
1006,989391,87,Multipurpose Room,room,Room - C,C,DUFFERIN GROVE PARK A.I.R. BUILDING - Multipurpose Room - North
1007,989392,87,Multipurpose Room,room,Room - C,C,DUFFERIN GROVE PARK A.I.R. BUILDING - Multipurpose Room - South
1008,29871,89,Kitchen,room,Kitchen - C,C,MASARYK - COWAN COMMUNITY RECREATION CENTRE - Kitchen
1009,30419,89,Dressing Room,None,Change Room,None,MASARYK - COWAN COMMUNITY RECREATION CENTRE - Dressing Room - Female (  1)
1010,30420,89,Dressing Room,None,Change Room,None,MASARYK - COWAN COMMUNITY RECREATION CENTRE - Dressing Room - Female (  2)
1011,30421,89,Dressing Room,None,Change Room,None,MASARYK - COWAN COMMUNITY RECREATION CENTRE - Dressing Room - Male (  1)
1012,30422,89,Dressing Room,None,Change Room,None,MASARYK - COWAN COMMUNITY RECREATION CENTRE - Dressing Room - Male (  2)
1013,40858,89,Weight/Cardio Room,None,Room-Fitness/Weight,None,MASARYK - COWAN COMMUNITY RECREATION CENTRE - Weight Room
1014,41426,89,Gymnasium,gym,Gymnasium - B,B,MASARYK - COWAN COMMUNITY RECREATION CENTRE - Gymnasium
1015,48021,89,Multipurpose Room,room,Room - C,C,MASARYK - COWAN COMMUNITY RECREATION CENTRE - Multipurpose Room (  1)
1016,48022,89,Enhanced Youth Space,None,Room - C,C,MASARYK - COWAN COMMUNITY RECREATION CENTRE - Enhanced Youth Space
1017,48023,89,Multipurpose Room,room,Room - C,C,MASARYK - COWAN COMMUNITY RECREATION CENTRE - Multipurpose Room (  3)
1018,48367,89,Lounge,room,Room - C,C,MASARYK - COWAN COMMUNITY RECREATION CENTRE - Lounge
1019,48369,89,Multipurpose Room,room,Room - C,C,MASARYK - COWAN COMMUNITY RECREATION CENTRE - Multipurpose Room (  4)
1020,48370,89,Multipurpose Room,room,Room - C,C,MASARYK - COWAN COMMUNITY RECREATION CENTRE - Multipurpose Room (  5)
1021,48371,89,Multipurpose Room,room,Room - C,C,MASARYK - COWAN COMMUNITY RECREATION CENTRE - Multipurpose Room (  6)
1022,34017,92,Playground,None,Playground Site,None,DUNDAS - ST.CLARENS PARKETTE - Playground
1023,72009,92,Outdoor Chess Table,None,Outdoor Chess Table,None,DUNDAS - ST.CLARENS PARKETTE - Outdoor Chess Table
1024,34511,93,Playground,None,Playground Site,None,HURON STREET PLAYGROUND - Playground
1025,95145,93,Bottle Filling Station,None,Water Bottle Filling Count,None,HURON STREET PLAYGROUND - Drinking Water Source (  1)
1026,95145,93,Dog Fountain,None,Dog Fountain Count,None,HURON STREET PLAYGROUND - Drinking Water Source (  1)
1027,95145,93,Drinking Fountain,None,Drinking Fountain Count,None,HURON STREET PLAYGROUND - Drinking Water Source (  1)
1028,95146,93,Dogs Off-Leash Area,None,Off Leash Area,None,HURON STREET PLAYGROUND - Off Leash Area
1029,102082,93,Drinking Fountain,None,Drinking Fountain Count,None,HURON STREET PLAYGROUND - Drinking Water Source (  2)
1030,102082,93,Dog Fountain,None,Dog Fountain Count,None,HURON STREET PLAYGROUND - Drinking Water Source (  2)
1031,102082,93,Bottle Filling Station,None,Water Bottle Filling Count,None,HURON STREET PLAYGROUND - Drinking Water Source (  2)
1032,74142,94,Playground,None,Playground Site,None,HURON - WASHINGTON PARKETTE - Playground
1033,29873,96,Kitchen,room,Kitchen,None,MAURICE CODY COMMUNITY CENTRE - Kitchen
1034,41429,96,Gymnasium,gym,Gymnasium - C,C,MAURICE CODY COMMUNITY CENTRE - Gymnasium
1035,34516,97,Playground,None,Playground Site,None,IRENE AVENUE PARKETTE - Playground
1036,79137,97,Drinking Fountain,None,Drinking Fountain Count,None,IRENE AVENUE PARKETTE - Drinking Water Source
1037,10494,100,Indoor Pool,pool,Indoor Pool Tank - B,B,MARY McCORMICK RECREATION CENTRE - Indoor Pool Tank
1038,29869,100,Kitchen,room,Kitchen,None,MARY McCORMICK RECREATION CENTRE - Kitchen
1039,30431,100,Dressing Room,None,Change Room,None,MARY McCORMICK RECREATION CENTRE - Dressing Room - Female
1040,30432,100,Dressing Room,None,Change Room,None,MARY McCORMICK RECREATION CENTRE - Dressing Room - Male
1041,40856,100,Weight/Cardio Room,None,Room-Fitness/Weight,None,MARY McCORMICK RECREATION CENTRE - Fitness Room (  1)
1042,40857,100,Weight/Cardio Room,None,Room-Fitness/Weight,None,MARY McCORMICK RECREATION CENTRE - Fitness Room (  2)
1043,41423,100,Gymnasium,gym,Gymnasium - C,C,MARY McCORMICK RECREATION CENTRE - Gymnasium
1044,48019,100,Craft Room,room,Room-Craft - C,C,MARY McCORMICK RECREATION CENTRE - Craft Room
1045,48361,100,Fitness/Dance Studio,None,Room - C,C,MARY McCORMICK RECREATION CENTRE - Fitness/Dance Studio
1046,48363,100,Games Room,room,Games Room - C,C,MARY McCORMICK RECREATION CENTRE - Games Room
1047,48364,100,Multipurpose Room,room,Room - C,C,MARY McCORMICK RECREATION CENTRE - Multipurpose Room (  1)
1048,48365,100,Multipurpose Room,room,Room - C,C,MARY McCORMICK RECREATION CENTRE - Multipurpose Room (  2)
1049,48366,100,Preschool,room,Preschool - C,C,MARY McCORMICK RECREATION CENTRE - Preschool
1050,34525,101,Playground,None,Playground Site,None,JAMES CANNING GARDENS - Playground
1051,102136,101,Drinking Fountain,None,Drinking Fountain Count,None,JAMES CANNING GARDENS - Drinking Water Source
1052,102136,101,Bottle Filling Station,None,Water Bottle Filling Count,None,JAMES CANNING GARDENS - Drinking Water Source
1053,3053,104,Outdoor Basketball Court,None,Basketball Court,None,KEELE - MULOCK PARKETTE - Basketball Court
1054,34035,104,Playground,None,Playground Site,None,KEELE - MULOCK PARKETTE - Playground
1055,34089,105,Playground,None,Playground Site,None,KENNEDY - MARGDON PARKETTE - Playground
1056,72163,105,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,KENNEDY - MARGDON PARKETTE - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  1)
1057,72164,105,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,KENNEDY - MARGDON PARKETTE - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  2)
1058,72165,105,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,KENNEDY - MARGDON PARKETTE - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  3)
1059,72166,105,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,KENNEDY - MARGDON PARKETTE - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  4)
1060,79342,106,Drinking Fountain,None,Drinking Fountain Count,None,JAY MACPHERSON GREEN - Drinking Water Source
1061,79342,106,Dog Fountain,None,Dog Fountain Count,None,JAY MACPHERSON GREEN - Drinking Water Source
1062,2198,107,Drinking Fountain,None,Drinking Fountain Count,None,KEW GARDENS - Drinking Water Source (  1)
1063,2199,107,Drinking Fountain,None,Drinking Fountain Count,None,KEW GARDENS - Drinking Water Source (  2)
1064,2200,107,Drinking Fountain,None,Drinking Fountain Count,None,KEW GARDENS - Drinking Water Source (  3)
1065,2810,107,Dogs Off-Leash Area,None,Off Leash Area,None,KEW GARDENS - Off Leash Area
1066,3038,107,Ball Hockey Pad,None,Ball Hockey Pad,None,KEW GARDENS - Ball Hockey
1067,4205,107,Shuffle Board,None,Shuffle Board,None,KEW GARDENS - Shuffle Board
1068,4206,107,Wading Pool,None,Wading Pool,None,KEW GARDENS - Wading Pool
1069,17824,107,Ball Diamond,sport,Baseball Diamond Field - C,C,KEW GARDENS - Ball Diamond Field
1070,28051,107,Bowling Green,None,Bowling Green,None,KEW GARDENS - Bowling Green (  1)
1071,28052,107,Bowling Green,None,Bowling Green,None,KEW GARDENS - Bowling Green (  2)
1072,28313,107,Picnic Site,picnic,Picnic Site,None,KEW GARDENS - Picnic Site (  1)
1073,28314,107,Picnic Site,picnic,Picnic Site,None,KEW GARDENS - Picnic Site (  2)
1074,32883,107,Washroom Facility,None,Washroom Building,None,KEW GARDENS A.I.R. BUILDING
1075,34094,107,Playground,None,Playground Site,None,KEW GARDENS - Playground
1076,36323,107,Washroom Facility,None,Washroom Building,None,KEW BEACH LAWN BOWLING CLUB
1077,36323,107,Changeroom Facility,None,Changeroom Building,None,KEW BEACH LAWN BOWLING CLUB
1078,36324,107,Washroom Facility,None,Washroom Building,None,KEW GARDENS PLAYGROUND WASHROOM
1079,44137,107,Pickleball Court,None,None,None,KEW GARDENS - Outdoor Artificial Ice Rink
1080,44137,107,Outdoor Dry Pad,ice,Outdoor Dry Pad - A,A,KEW GARDENS - Outdoor Artificial Ice Rink
1081,44137,107,Pickleball Court,None,None,None,KEW GARDENS - Outdoor Artificial Ice Rink
1082,44137,107,Pickleball Court,None,None,None,KEW GARDENS - Outdoor Artificial Ice Rink
1083,44137,107,Pickleball Court,None,None,None,KEW GARDENS - Outdoor Artificial Ice Rink
1084,44137,107,Pickleball Court,None,None,None,KEW GARDENS - Outdoor Artificial Ice Rink
1085,44162,107,Outdoor Rink,ice,Outdoor Ice Pad,None,KEW GARDENS - Outdoor Ice Pad
1086,96443,107,Kitchen,room,Kitchen,None,KEW GARDENS - KEW WILLIAMS HOUSE - Kitchen
1087,102204,107,Drinking Fountain,None,Drinking Fountain Count,None,KEW GARDENS - Drinking Water Source (  6)
1088,102205,107,Drinking Fountain,None,Drinking Fountain Count,None,KEW GARDENS - Drinking Water Source (  7)
1089,102206,107,Drinking Fountain,None,Drinking Fountain Count,None,KEW GARDENS - Drinking Water Source (  8)
1090,102207,107,Drinking Fountain,None,Drinking Fountain Count,None,KEW GARDENS - Drinking Water Source (  9)
1091,967935,107,Gazebo,None,Gazebo,None,KEW GARDENS - Shade Structure (  5)
1092,2344,108,Drinking Fountain,None,Drinking Fountain Count,None,EAST LYNN PARK - Drinking Water Source (  1)
1093,2345,108,Drinking Fountain,None,Drinking Fountain Count,None,EAST LYNN PARK - Drinking Water Source (  2)
1094,2345,108,Bottle Filling Station,None,Water Bottle Filling Count,None,EAST LYNN PARK - Drinking Water Source (  2)
1095,4539,108,Wading Pool,None,Wading Pool,None,EAST LYNN PARK - Wading Pool
1096,28296,108,Picnic Site,picnic,Picnic Site,None,EAST LYNN PARK - Picnic Site
1097,34023,108,Playground,None,Playground Site,None,EAST LYNN PARK - Playground
1098,49830,108,Outdoor Table Tennis,None,Outdoor Table Tennis,None,EAST LYNN PARK - Outdoor Table Tennis
1099,78385,108,Fieldhouse,None,Fieldhouse,None,EAST LYNN PARK - Fieldhouse
1100,34529,110,Playground,None,Playground Site,None,JEFF SLOAN PLAYGROUND - Playground
1101,850041,110,Parking Lot,None,Outdoor Parking Lot,None,JEFF SLOAN PLAYGROUND - Outdoor Parking Lot
1102,2341,111,Drinking Fountain,None,Drinking Fountain Count,None,EAST TORONTO ATHLETIC FIELD - Drinking Water Source
1103,4536,111,Wading Pool,None,Wading Pool,None,EAST TORONTO ATHLETIC FIELD - Wading Pool
1104,18146,111,Ball Diamond,sport,Baseball Diamond Field - A,A,EAST TORONTO ATHLETIC FIELD - Ball Diamond Field (  1)
1105,18147,111,Ball Diamond,sport,Baseball Diamond Field - A,A,EAST TORONTO ATHLETIC FIELD - Ball Diamond Field (  2)
1106,18148,111,Ball Diamond,sport,Baseball Diamond Field - C,C,EAST TORONTO ATHLETIC FIELD - Ball Diamond Field (  3)
1107,32288,111,Parking Lot,None,Outdoor Parking Lot,None,EAST TORONTO ATHLETIC FIELD - Outdoor Parking Lot
1108,34025,111,Playground,None,Playground Site,None,EAST TORONTO ATHLETIC FIELD - Playground
1109,3003,112,Pickleball Court,None,None,None,MARILYN BELL PARK - Tennis Court Area
1110,3003,112,Pickleball Court,None,None,None,MARILYN BELL PARK - Tennis Court Area
1111,3003,112,Pickleball Court,None,None,None,MARILYN BELL PARK - Tennis Court Area
1112,3003,112,Pickleball Court,None,None,None,MARILYN BELL PARK - Tennis Court Area
1113,3004,112,Outdoor Tennis Court,None,Outdoor Tennis Court,None,MARILYN BELL PARK - Outdoor Tennis Court (  1)
1114,3005,112,Outdoor Tennis Court,None,Outdoor Tennis Court,None,MARILYN BELL PARK - Outdoor Tennis Court (  2)
1115,3006,112,Outdoor Tennis Court,None,Outdoor Tennis Court,None,MARILYN BELL PARK - Outdoor Tennis Court (  3)
1116,3007,112,Outdoor Tennis Court,None,Outdoor Tennis Court,None,MARILYN BELL PARK - Outdoor Tennis Court (  4)
1117,23324,112,Bike Trail,None,Bike Trail,None,MARTIN GOODMAN TRAIL ( 36)
1118,23326,112,Bike Trail,None,Bike Trail,None,MARTIN GOODMAN TRAIL ( 38)
1119,23327,112,Bike Trail,None,Bike Trail,None,MARTIN GOODMAN TRAIL ( 39)
1120,23329,112,Bike Trail,None,Bike Trail,None,MARTIN GOODMAN TRAIL ( 40)
1121,32374,112,Parking Lot,None,Outdoor Parking Lot,None,LAKESHORE BOULEVARD PARKLANDS - Outdoor Parking Lot (  1)
1122,74183,112,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,LAKESHORE BOULEVARD PARKLANDS - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  1)
1123,74184,112,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,LAKESHORE BOULEVARD PARKLANDS - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  2)
1124,74185,112,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,LAKESHORE BOULEVARD PARKLANDS - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  3)
1125,74186,112,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,LAKESHORE BOULEVARD PARKLANDS - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  4)
1126,74187,112,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,LAKESHORE BOULEVARD PARKLANDS - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  5)
1127,74188,112,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,LAKESHORE BOULEVARD PARKLANDS - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  6)
1128,850051,112,Parking Lot,None,Outdoor Parking Lot,None,LAKESHORE BOULEVARD PARKLANDS - Outdoor Parking Lot (  2)
1129,33985,113,Playground,None,Playground Site,None,EASTDALE PLAYGROUND - Playground
1130,34111,114,Playground,None,Playground Site,None,LANGFORD PARKETTE - Playground
1131,79425,114,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,LANGFORD PARKETTE - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  1)
1132,79426,114,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,LANGFORD PARKETTE - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  2)
1133,79427,114,Outdoor Fitness Equipment,None,Outdoor Fitness Equipment,None,LANGFORD PARKETTE - Outdoor Fitness Equipment Area - Outdoor Fitness Equipment (  3)
1134,102090,114,Drinking Fountain,None,Drinking Fountain Count,None,LANGFORD PARKETTE - Drinking Water Source
1135,102090,114,Bottle Filling Station,None,Water Bottle Filling Count,None,LANGFORD PARKETTE - Drinking Water Source
1136,2713,115,Drinking Fountain,None,Drinking Fountain Count,None,ORCHARD PARK - Drinking Water Source
1137,5305,115,Splash Pad,None,Splash/Spray Pad,None,ORCHARD PARK - Splash/Spray Pad
1138,29212,115,Firepit,None,Firepit,None,ORCHARD PARK - Firepit
1139,34236,115,Playground,None,Playground Site,None,ORCHARD PARK - Playground
1140,49593,115,Picnic Site,picnic,Picnic Site,None,ORCHARD PARK - Picnic Site
1141,49828,115,Outdoor Table Tennis,None,Outdoor Table Tennis,None,ORCHARD PARK - Outdoor Table Tennis
1142,2335,117,Drinking Fountain,None,Drinking Fountain Count,None,EGLINTON PARK - Drinking Water Source (  1)
1143,3299,117,Pickleball Court,None,None,None,EGLINTON PARK - Tennis Court Area
1144,3300,117,Outdoor Tennis Court,None,Outdoor Tennis Court,None,EGLINTON PARK - Outdoor Tennis Court (  1)
1145,3301,117,Outdoor Tennis Court,None,Outdoor Tennis Court,None,EGLINTON PARK - Outdoor Tennis Court (  2)
1146,4518,117,Wading Pool,None,Wading Pool,None,EGLINTON PARK - Wading Pool
1147,18032,117,Ball Diamond,sport,Baseball Diamond Field - A,A,EGLINTON PARK - Sports Field Area (  1) - Ball Diamond Field
1148,18033,117,Ball Diamond,sport,Baseball Diamond Field - A,A,EGLINTON PARK - Sports Field Area (  2) - Ball Diamond Field
1149,18236,117,Multipurpose Field,None,Multipurpose Field - A,A,EGLINTON PARK - Multipurpose Field (  1)
1150,18237,117,Multipurpose Field,None,Multipurpose Field - B,B,EGLINTON PARK - Multipurpose Field (  2)
1151,18238,117,Multipurpose Field,None,Multipurpose Field - B,B,EGLINTON PARK - Multipurpose Field (  3)
1152,18239,117,Multipurpose Field,None,Multipurpose Field - B,B,EGLINTON PARK - Multipurpose Field (  4)
1153,18240,117,Multipurpose Field,None,Multipurpose Field - B,B,EGLINTON PARK - Multipurpose Field (  5)
1154,22464,117,Bike Trail,None,Bike Trail,None,EGLINTON PARK TRAIL
1155,28300,117,Picnic Site,picnic,Picnic Site,None,EGLINTON PARK - Picnic Site
1156,28551,117,Community Garden,None,Community Garden,None,EGLINTON PARK HERITAGE GARDEN
1157,32294,117,Parking Lot,None,Outdoor Parking Lot,None,EGLINTON PARK - Outdoor Parking Lot (  1)
1158,34042,117,Playground,None,Playground Site,None,EGLINTON PARK - Playground
1159,36489,117,Fieldhouse,None,Fieldhouse,None,EGLINTON PARK - Fieldhouse
1160,36489,117,Washroom Facility,None,Washroom Building,None,EGLINTON PARK - Fieldhouse
1161,37004,117,Kitchen,room,Kitchen,None,EGLINTON PARK - Fieldhouse - Kitchen
1162,49513,117,Parking Lot,None,Outdoor Parking Lot,None,EGLINTON PARK - Outdoor Parking Lot (  2)
1163,102165,117,Dog Fountain,None,Dog Fountain Count,None,EGLINTON PARK - Drinking Water Source (  2)
